,학번,학생소속대학명,학생교육부계열,성별,입학과정,학적,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term
5339,AAGWsD8Y81VDoHkY3Y1507m/,생명과학대학,자연과학,1,외국인,졸업,식물생명공학과,식물 유전 공학 전공,AAGxQXkQ58ix3nRr8wBfpEFD,VNM,석·박사통합과정,2019,2R,19930414,2021,2R,4.5,6
5356,AAH8RkVQl97awW9RQkppIaPN,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAFZN7QRRXoGyvP+pJZuQhuw,KOR,석·박사통합과정,2020,2R,19920603,2021,2R,4.14,6
5357,AAE1WKJAkFOYBBwoBdxEuKXw,보건과학대학,자연과학,1,정원내신입학,졸업,보건과학과,환경보건학전공,AAGOovrVcNz2VQ60TLb+twag,KOR,석·박사통합과정,2018,1R,19870803,2021,2R,4.14,6
5369,AAFHBDv5pTkMBOaGEgOZO80d,공과대학,공학,1,정원내신입학,졸업,산업경영공학과,산업경영공학전공,AAF5ukSjmVhKqW326vTF81ef,KOR,석·박사통합과정,2019,2R,19910928,2021,2R,4.14,6
5373,AAEqyX0CrFXWwEu3KcWbOoUo,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,통신 및 네트워크전공,AAEssPEiUNe/wYugrxd+fnX2,KOR,석·박사통합과정,2019,1R,19911201,2021,2R,4.17,6
5383,AAF/wlrjPitSoDkBHcKJXSD5,보건과학대학,자연과학,2,학연산협동과정,졸업,의생명융합과학과,임상병리학전공,AAHWkyOWoBDEBjZH1TNXQnXj,KOR,석·박사통합과정,2019,2R,19930215,2021,2R,4.11,6
5384,AAF8P6pedx6PvcMsFC6w6dM6,보건과학대학,공학,2,정원내신입학,졸업,바이오융합공학과,바이오융합공학전공,AAFs9+l6a/a8qr925OtyHe9U,KOR,석·박사통합과정,2019,2R,19930510,2021,2R,4.05,6
5385,AAGA/rH260HMRqDTz+4sSNz8,정보대학,공학,1,정원내신입학,졸업,컴퓨터학과,소프트웨어전공,AAFhFZgfCHdQkb82RLLU/geO,KOR,석·박사통합과정,2019,2R,19880222,2021,2R,4.39,6
5416,AAEBDkczcDsa4Lera/BgIKCz,법과대학,인문·사회,1,정원내신입학,졸업,법학과,지적재산권법전공,AAGxdRvbQkm+4SDTFodzGz3y,KOR,석·박사통합과정,2021,1R,19711125,2021,2R,4.5,6
5417,AAHxxwqJcdryk8VeKdG+Vauu,생명과학대학,자연과학,2,정원내신입학,졸업,생명과학과,생화학전공,AAFCs6risgpKldWv4DMEijrV,KOR,석·박사통합과정,2019,1R,19921003,2021,2R,4.31,6
5419,AAGXI90OCBVd0zEtCjPHYkrF,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAFrKRhc4pBNk+lwpuzAzJxf,KOR,석·박사통합과정,2019,2R,19910930,2021,2R,4.22,6
5420,AAFfAaecte53tg8tLAIGhQkd,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAG/JVT6xluE6DbNm+mre8iq,KOR,석·박사통합과정,2019,1R,19900801,2021,2R,4.18,6
5436,AAGiVTRMlx5iPG1sKIHij/sL,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAFNsWx/tG20MskixpMFJzte,KOR,석·박사통합과정,2018,2R,19900521,2021,2R,4.19,6
5437,AAHx/Of3A2hlmZwdh8vR7Ifg,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAGoJfVvGfNEJItB01cbjNOs,KOR,석·박사통합과정,2018,2R,19890731,2021,2R,4.0,6
5438,AAHMl4gG13b7uplXTMw+CIJn,의과대학,자연과학,2,외국인,졸업,의과학과,의생명과학전공,AAE8l4A/Yi6tn50GJ0JwUvik,NPL,석·박사통합과정,2018,2R,19910111,2021,2R,4.31,6
5456,AAEsECbwpi+INupmZ8eJeKiC,공과대학,공학,2,정원내신입학,졸업,신소재공학과,신소재공학전공,AAE4RWtRb5Aywzq18+9py2WY,KOR,석·박사통합과정,2018,2R,19920430,2021,2R,4.14,6
5459,AAHIh3wpbue1KCJcKUwt7CTL,정경대학,인문·사회,1,정원내신입학,졸업,통계학과,수리통계학전공,AAFByAeboAfDls9tYCKfCcfP,KOR,석·박사통합과정,2020,2R,19900923,2021,2R,4.39,7
5468,AAEbrWe2ggd60Pp9Oibob+8/,생명과학대학,자연과학,1,정원내신입학,졸업,환경생태공학과,생물재료공학전공,AAEiUBHWTaydfuUlbPpdXZPj,KOR,석·박사통합과정,2019,1R,19931027,2021,2R,4.38,6
5491,AAEn+M/kKNqtW6ru9vuhITKv,공과대학,공학,2,정원내신입학,졸업,마이크로/나노시스템협동과정,마이크로/나노시스템협동과정전공,AAFj8wKRZTXkoQ3FcBubZYe+,KOR,석·박사통합과정,2018,1R,19881101,2021,2R,4.06,6
5510,AAFlUSjzpQ04dUXdqqfSfrBi,생명과학대학,자연과학,2,정원내신입학,졸업,생명공학과,분자생체공학전공,AAGHKhtTRVM2izkG1lKId0XM,KOR,석·박사통합과정,2020,1R,19940706,2021,2R,4.43,6
5519,AAGeKweYchptOlofKGfz4qZA,의과대학,자연과학,2,외국인,졸업,의과학과,의생명과학전공,AAHxQ1hQVwWlLXTencZd1BX0,CHN,석·박사통합과정,2019,2R,19920105,2021,2R,4.11,6
5537,AAGZCUkzXrcWvF+zyA0aexoX,공과대학,공학,1,정원내신입학,졸업,기계공학과,기계공학전공,AAGMb99a8ba3R0Wqe3C95yqe,KOR,석·박사통합과정,2018,1R,19900314,2021,2R,4.33,6
5540,AAGOo0g0uyiPs2QAOOKcsWTj,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAEgg9xAPbUzkzqGsSdbE/vh,KOR,석·박사통합과정,2019,1R,19930405,2021,2R,4.21,6
5571,AAG/y18WS4SwKmWB+MsWSLYa,정보대학,공학,1,정원내신입학,졸업,컴퓨터·전파통신공학과,전파통신공학전공,AAGx+syfEJz2i7IEqqI92pvU,KOR,석·박사통합과정,2019,1R,19910713,2021,2R,4.39,6
